system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,EVI,GCI,GLI,GNDVI,LAI,MSAVI,MSK_CLDPRB,MSK_SNWPRB,NDVI,OSAVI,QA10,QA20,QA60,RECI,SAVI,SCL,SIPI,TCI_B,TCI_G,TCI_R,VARI,VIGREEN,WVP,X,Y,data,date_edit,hora,indice,peso_kg,prec,.geo
20240303T134659_20240303T135634_T21KYT_00000000000000000000,{77=0.023529411764705882},{1291=0.023529411764705882},{3245=0.023529411764705882},{2325=0.023529411764705882},{1385=0.023529411764705882},{1712=0.023529411764705882},{1576=0.023529411764705882},{2296=0.023529411764705882},{3425=0.023529411764705882},{3842=0.023529411764705882},{3732=0.023529411764705882},{4038=0.023529411764705882},{3961=0.023529411764705882},{1.9239693021595574=0.023529411764705882},{1.1799065420560746=0.023529411764705882},{0.07251370399373532=0.023529411764705882},{0.3710506980161646=0.023529411764705882},{6.842920935213278=0.023529411764705882},{0.5776736378875285=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.40617935192162774=0.023529411764705882},{0.4061671087533157=0.023529411764705882},,,,{1.3680203045685277=0.023529411764705882},{0.6092116417066968=0.023529411764705882},{4=0.023529411764705882},{1.0885899814471243=0.023529411764705882},{41=0.023529411764705882},{73=0.023529411764705882},{59=0.023529411764705882},{0.07146610614818708=0.023529411764705882},{0.0413625304136253=0.023529411764705882},{3655=0.023529411764705882},-54 35 35.676,-20 22 54.732,20240313,2024-03-03 13:58,91803,12,0.43,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.593252275973065,-20.3818786380513],[-54.593233286496705,-20.381878386620205],[-54.59323353745892,-20.381860411857097],[-54.59325252693534,-20.38186066328514],[-54.593252275973065,-20.3818786380513]]]}"
20240303T134659_20240303T135634_T21KYT_00000000000000000003,{77=0.047058823529411764},{1261=0.047058823529411764},{3146=0.047058823529411764},{2323=0.047058823529411764},"{1374=0.023529411764705882, 1393=0.023529411764705882}",{1672=0.047058823529411764},"{1617=0.023529411764705882, 1602=0.023529411764705882}",{2198=0.047058823529411764},{3217=0.047058823529411764},{3581=0.047058823529411764},"{3548=0.023529411764705882, 3494=0.023529411764705882}",{3782=0.047058823529411764},{3795=0.047058823529411764},"{1.706673940716494=0.023529411764705882, 1.7034313725490196=0.023529411764705882}","{1.1220095693779903=0.023529411764705882, 1.089712918660287=0.023529411764705882}","{0.05822784810126582=0.023529411764705882, 0.05256531318854265=0.023529411764705882}","{0.3526906697638405=0.023529411764705882, 0.3593869731800766=0.023529411764705882}","{6.056746317512275=0.023529411764705882, 6.045014705882352=0.023529411764705882}","{0.548443115379996=0.023529411764705882, 0.5371710620615886=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.3672471140676971=0.023529411764705882, 0.37786407766990293=0.023529411764705882}","{0.37785233856812217=0.023529411764705882, 0.36723561774626506=0.023529411764705882}",,,,"{1.2147315855181025=0.023529411764705882, 1.160791589363018=0.023529411764705882}","{0.5667410930977576=0.023529411764705882, 0.5508167856793506=0.023529411764705882}",{4=0.047058823529411764},"{1.1193393713372404=0.023529411764705882, 1.117163412127441=0.023529411764705882}","{38=0.023529411764705882, 39=0.023529411764705882}","{69=0.023529411764705882, 68=0.023529411764705882}","{63=0.023529411764705882, 62=0.023529411764705882}","{0.03684210526315789=0.023529411764705882, 0.0290084388185654=0.023529411764705882}","{0.016722408026755852=0.023529411764705882, 0.021380574221136223=0.023529411764705882}",{3575=0.047058823529411764},-54 35 31.392,-20 22 54.414,20240313,2024-03-03 13:58,95613,15,0.42,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.59206046483269,-20.38179045521549],[-54.592041475633195,-20.38179020362566],[-54.59204172659175,-20.38177222905762],[-54.592060715791305,-20.38177248064439],[-54.59206046483269,-20.38179045521549]]]}"
20240308T134701_20240308T134704_T21KYT_00000000000000000005,{114=0.023529411764705882},{1331=0.023529411764705882},{3517=0.023529411764705882},{2554=0.023529411764705882},{1358=0.023529411764705882},{1647=0.023529411764705882},{1648=0.023529411764705882},{2325=0.023529411764705882},{3376=0.023529411764705882},{3688=0.023529411764705882},{3540=0.023529411764705882},{3967=0.023529411764705882},{3949=0.023529411764705882},{1.4580764488286067=0.023529411764705882},{1.1493624772313296=0.023529411764705882},{0.045714285714285714=0.023529411764705882},{0.3649508386350492=0.023529411764705882},{5.1573205918618985=0.023529411764705882},{0.5344281335164851=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.3646877409406322=0.023529411764705882},{0.364676494171344=0.023529411764705882},,,,{1.1480582524271843=0.023529411764705882},{0.5469788956345765=0.023529411764705882},{4=0.023529411764705882},{1.153276955602537=0.023529411764705882},{37=0.023529411764705882},{65=0.023529411764705882},{65=0.023529411764705882},{-5.162622612287042E-4=0.023529411764705882},{-3.0349013657056146E-4=0.023529411764705882},{3946=0.023529411764705882},-54 35 27.744,-20 22 53.274,20240313,2024-03-08 13:58,102003,17,0.39,1.3,"{""type"":""Polygon"",""coordinates"":[[[-54.591048104057776,-20.38147616165941],[-54.59102903144165,-20.38147589056077],[-54.591029366048915,-20.38145793558278],[-54.591048355013285,-20.38145818726412],[-54.591048104057776,-20.38147616165941]]]}"
20240308T134701_20240308T134704_T21KYT_00000000000000000004,{114=0.047058823529411764},{1405=0.047058823529411764},"{3311=0.023529411764705882, 3413=0.023529411764705882}","{2505=0.023529411764705882, 2402=0.023529411764705882}","{1412=0.023529411764705882, 1410=0.023529411764705882}","{1698=0.023529411764705882, 1714=0.023529411764705882}","{1615=0.023529411764705882, 1648=0.023529411764705882}","{2281=0.023529411764705882, 2289=0.023529411764705882}","{3354=0.023529411764705882, 3434=0.023529411764705882}","{3760=0.023529411764705882, 3689=0.023529411764705882}",{3666=0.047058823529411764},"{4062=0.023529411764705882, 4002=0.023529411764705882}",{3913=0.047058823529411764},"{1.7015177065767284=0.023529411764705882, 1.843098490294752=0.023529411764705882}","{1.1590106007067136=0.023529411764705882, 1.1388564760793467=0.023529411764705882}","{0.05204460966542751=0.023529411764705882, 0.06245157291182396=0.023529411764705882}","{0.36282527881040894=0.023529411764705882, 0.3668903803131991=0.023529411764705882}","{6.038091062394603=0.023529411764705882, 6.550330337886412=0.023529411764705882}","{0.5504299704284676=0.023529411764705882, 0.5594317419709114=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.3883734141261125=0.023529411764705882, 0.3797515995483628=0.023529411764705882}","{0.38836164781979715=0.023529411764705882, 0.3797401658963976=0.023529411764705882}",,,,"{1.2699690402476782=0.023529411764705882, 1.224514563106796=0.023529411764705882}","{0.5825049701789264=0.023529411764705882, 0.5695738075077618=0.023529411764705882}",{4=0.047058823529411764},"{1.0999512432959533=0.023529411764705882, 1.1169474727452924=0.023529411764705882}","{42=0.023529411764705882, 41=0.023529411764705882}","{71=0.023529411764705882, 73=0.023529411764705882}","{63=0.023529411764705882, 65=0.023529411764705882}","{0.05158936946326212=0.023529411764705882, 0.025853154084798345=0.023529411764705882}","{0.029738660258335835=0.023529411764705882, 0.014943215780035863=0.023529411764705882}","{3751=0.023529411764705882, 3822=0.023529411764705882}",-54 35 30.468,-20 22 52.110,20240313,2024-03-08 13:58,100542,16,0.28,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.591804236490596,-20.381150413670458],[-54.59178516369804,-20.381150142737336],[-54.5917854983084,-20.381132187651076],[-54.59180448744843,-20.381132517570755],[-54.591804236490596,-20.381150413670458]]]}"
20240308T134701_20240308T134704_T21KYT_00000000000000000006,{114=0.023529411764705882},{1299=0.023529411764705882},{3584=0.023529411764705882},{2570=0.023529411764705882},{1385=0.023529411764705882},{1753=0.023529411764705882},{1658=0.023529411764705882},{2416=0.023529411764705882},{3437=0.023529411764705882},{3733=0.023529411764705882},{3610=0.023529411764705882},{4024=0.023529411764705882},{3900=0.023529411764705882},{1.5387040832413685=0.023529411764705882},{1.0593268682258983=0.023529411764705882},{0.07069781646052832=0.023529411764705882},{0.3462614208465411=0.023529411764705882},{5.449031373167271=0.023529411764705882},{0.5406858248388744=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.3705391040242976=0.023529411764705882},{0.3705278503310454=0.023529411764705882},,,,{1.1773220747889024=0.023529411764705882},{0.55575590775363=0.023529411764705882},{4=0.023529411764705882},{1.1398565573770492=0.023529411764705882},{41=0.023529411764705882},{77=0.023529411764705882},{67=0.023529411764705882},{0.046890424481737414=0.023529411764705882},{0.027851070067428905=0.023529411764705882},{4069=0.023529411764705882},-54 35 26.736,-20 22 53.058,20240313,2024-03-08 13:58,102827,18,0.415,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.59076854010374,-20.381414023254774],[-54.590749551204375,-20.381413771540107],[-54.59074980215896,-20.381395797195385],[-54.59076887470994,-20.38139606832129],[-54.59076854010374,-20.381414023254774]]]}"
20240308T134701_20240308T134704_T21KYT_00000000000000000001,{114=0.047058823529411764},{1369=0.047058823529411764},{3321=0.047058823529411764},{2432=0.047058823529411764},{1482=0.047058823529411764},{1892=0.047058823529411764},{1772=0.047058823529411764},{2370=0.047058823529411764},{3383=0.047058823529411764},{3775=0.047058823529411764},{3710=0.047058823529411764},{4001=0.047058823529411764},{3967=0.047058823529411764},{1.5009293680297398=0.047058823529411764},{0.9608879492600422=0.047058823529411764},{0.07530548451264564=0.047058823529411764},{0.32452695465905035=0.047058823529411764},{5.312362453531598=0.047058823529411764},{0.5223383421835024=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{0.35352061291499454=0.047058823529411764},{0.3535102952121062=0.047058823529411764},,,,{1.0936794582392775=0.047058823529411764},{0.5302325581395348=0.047058823529411764},{4=0.047058823529411764},{1.149638802889577=0.047058823529411764},{50=0.047058823529411764},{91=0.047058823529411764},{78=0.047058823529411764},{0.054995417048579284=0.047058823529411764},{0.03275109170305677=0.047058823529411764},{3914=0.047058823529411764},-54 35 33.300,-20 22 56.418,20240313,2024-03-08 13:58,93056,13,0.275,1.6,"{""type"":""Polygon"",""coordinates"":[[[-54.59259375362449,-20.382349204135945],[-54.592574680647715,-20.38234885471162],[-54.59257501526131,-20.38233097785257],[-54.592594004584754,-20.382331229455644],[-54.59259375362449,-20.382349204135945]]]}"
20240308T134701_20240308T134704_T21KYT_00000000000000000002,{114=0.047058823529411764},{1335=0.047058823529411764},{3408=0.047058823529411764},{2407=0.047058823529411764},"{1396=0.03529411764705882, 1408=0.011764705882352941}","{1756=0.011764705882352941, 1728=0.03529411764705882}","{1682=0.03529411764705882, 1686=0.011764705882352941}",{2370=0.047058823529411764},{3424=0.047058823529411764},{3757=0.047058823529411764},"{3608=0.011764705882352941, 3562=0.03529411764705882}",{3982=0.047058823529411764},{3915=0.047058823529411764},"{1.4756671899529041=0.03529411764705882, 1.518167456556082=0.011764705882352941}","{1.0613425925925926=0.03529411764705882, 1.0546697038724373=0.011764705882352941}","{0.06327580986981532=0.011764705882352941, 0.05785123966942149=0.03529411764705882}","{0.3452647278150634=0.011764705882352941, 0.34669187145557656=0.03529411764705882}","{5.374729857819904=0.011764705882352941, 5.220963893249607=0.03529411764705882}","{0.532670602462531=0.011764705882352941, 0.5277583900237914=0.03529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.35850495804729215=0.03529411764705882, 0.36305251227805063=0.011764705882352941}","{0.3630415401121236=0.011764705882352941, 0.35849402001464487=0.03529411764705882}",,,,"{1.117717003567182=0.03529411764705882, 1.1399762752075921=0.011764705882352941}","{0.5377061683668605=0.03529411764705882, 0.5445273396921333=0.011764705882352941}",{4=0.047058823529411764},"{1.1446409989594173=0.011764705882352941, 1.152127659574468=0.03529411764705882}","{40=0.03529411764705882, 41=0.011764705882352941}","{74=0.03529411764705882, 77=0.011764705882352941}","{71=0.011764705882352941, 70=0.03529411764705882}","{0.0344149459193707=0.011764705882352941, 0.022840119165839126=0.03529411764705882}","{0.02033701336432307=0.011764705882352941, 0.013489736070381233=0.03529411764705882}",{3977=0.047058823529411764},-54 35 30.576,-20 22 55.668,20240313,2024-03-08 13:58,94152,14,0.3,1.7,"{""type"":""Polygon"",""coordinates"":[[[-54.59183644275131,-20.382136988992837],[-54.59181745360385,-20.382136737312102],[-54.59181770456171,-20.382118841168843],[-54.59183669370923,-20.382119092846533],[-54.59183644275131,-20.382136988992837]]]}"
20240308T134701_20240308T134704_T21KYT_00000000000000000000,{114=0.023529411764705882},{1442=0.023529411764705882},{3513=0.023529411764705882},{2433=0.023529411764705882},{1542=0.023529411764705882},{1894=0.023529411764705882},{1732=0.023529411764705882},{2422=0.023529411764705882},{3593=0.023529411764705882},{3910=0.023529411764705882},{3842=0.023529411764705882},{4170=0.023529411764705882},{4130=0.023529411764705882},{1.9756554307116105=0.023529411764705882},{1.0285110876451955=0.023529411764705882},{0.07278391390540924=0.023529411764705882},{0.3396094839609484=0.023529411764705882},{7.029921348314606=0.023529411764705882},{0.5491609079640511=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.3785432364549695=0.023529411764705882},{0.3785323707966761=0.023529411764705882},,,,{1.2182448036951503=0.023529411764705882},{0.5677639250156965=0.023529411764705882},{4=0.023529411764705882},{1.0900473933649288=0.023529411764705882},{55=0.023529411764705882},{91=0.023529411764705882},{75=0.023529411764705882},{0.07773512476007678=0.023529411764705882},{0.04467733039161611=0.023529411764705882},{3799=0.023529411764705882},-54 35 35.676,-20 22 54.732,20240313,2024-03-08 13:58,91803,12,0.43,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.593252275973065,-20.3818786380513],[-54.593233286496705,-20.381878386620205],[-54.59323353745892,-20.381860411857097],[-54.59325252693534,-20.38186066328514],[-54.593252275973065,-20.3818786380513]]]}"
20240308T134701_20240308T134704_T21KYT_00000000000000000003,{114=0.047058823529411764},{1369=0.047058823529411764},{3364=0.047058823529411764},{2422=0.047058823529411764},"{1438=0.023529411764705882, 1426=0.023529411764705882}","{1783=0.023529411764705882, 1789=0.023529411764705882}","{1738=0.023529411764705882, 1778=0.023529411764705882}",{2372=0.047058823529411764},{3431=0.047058823529411764},{3746=0.047058823529411764},"{3708=0.023529411764705882, 3656=0.023529411764705882}",{4055=0.047058823529411764},{3989=0.047058823529411764},"{1.469272076372315=0.023529411764705882, 1.2933884297520661=0.023529411764705882}","{1.072666294019005=0.023529411764705882, 1.0504767246214244=0.023529411764705882}","{0.0595202842759846=0.023529411764705882, 0.0534711964549483=0.023529411764705882}","{0.34909950882299434=0.023529411764705882, 0.3443647729362015=0.023529411764705882}","{5.197826372315036=0.023529411764705882, 4.561479338842974=0.023529411764705882}","{0.5136419838763686=0.023529411764705882, 0.5312501316843736=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.34560176665439823=0.023529411764705882, 0.361733382298935=0.023529411764705882}","{0.34559159097266184=0.023529411764705882, 0.3617227551155309=0.023529411764705882}",,,,"{1.0562429696287965=0.023529411764705882, 1.1334867663981587=0.023529411764705882}","{0.542550261635913=0.023529411764705882, 0.5183549544576318=0.023529411764705882}",{4=0.047058823529411764},"{1.187433439829606=0.023529411764705882, 1.1522842639593909=0.023529411764705882}",{44=0.047058823529411764},"{80=0.023529411764705882, 81=0.023529411764705882}","{75=0.023529411764705882, 80=0.023529411764705882}","{0.024413595021541407=0.023529411764705882, 0.00234192037470726=0.023529411764705882}","{0.014459880918627729=0.023529411764705882, 0.0014040999719180005=0.023529411764705882}",{3895=0.047058823529411764},-54 35 31.392,-20 22 54.414,20240313,2024-03-08 13:58,95613,15,0.42,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.59206046483269,-20.38179045521549],[-54.592041475633195,-20.38179020362566],[-54.59204172659175,-20.38177222905762],[-54.592060715791305,-20.38177248064439],[-54.59206046483269,-20.38179045521549]]]}"
20240313T134659_20240313T135635_T21KYT_00000000000000000005,{120=0.023529411764705882},{2466=0.023529411764705882},{2789=0.023529411764705882},{2308=0.023529411764705882},{1818=0.023529411764705882},{1934=0.023529411764705882},{1905=0.023529411764705882},{2218=0.023529411764705882},{2834=0.023529411764705882},{3000=0.023529411764705882},{2738=0.023529411764705882},{3204=0.023529411764705882},{4442=0.023529411764705882},{3.899812734082397=0.023529411764705882},{0.4157187176835575=0.023529411764705882},{0.019101567645896458=0.023529411764705882},{0.1720890410958904=0.023529411764705882},{13.99152247191011=0.023529411764705882},{0.30419801651123635=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.17940986431186734=0.023529411764705882},{0.17940368197520654=0.023529411764705882},,,,{0.4372703412073491=0.023529411764705882},{0.2690858188866157=0.023529411764705882},{8=0.023529411764705882},{1.1044417767106842=0.023529411764705882},{85=0.023529411764705882},{95=0.023529411764705882},{92=0.023529411764705882},{0.014349332013854528=0.023529411764705882},{0.007554050533993228=0.023529411764705882},{4745=0.023529411764705882},-54 35 27.744,-20 22 53.274,20240313,2024-03-13 13:58,102003,17,0.39,1.3,"{""type"":""Polygon"",""coordinates"":[[[-54.591048104057776,-20.38147616165941],[-54.59102903144165,-20.38147589056077],[-54.591029366048915,-20.38145793558278],[-54.591048355013285,-20.38145818726412],[-54.591048104057776,-20.38147616165941]]]}"
20240313T134659_20240313T135635_T21KYT_00000000000000000004,{120=0.047058823529411764},{4729=0.047058823529411764},"{6445=0.023529411764705882, 6314=0.023529411764705882}","{6117=0.023529411764705882, 6094=0.023529411764705882}","{4896=0.023529411764705882, 5084=0.023529411764705882}","{5164=0.023529411764705882, 4944=0.023529411764705882}","{5188=0.023529411764705882, 4976=0.023529411764705882}","{5770=0.023529411764705882, 5901=0.023529411764705882}","{6092=0.023529411764705882, 6176=0.023529411764705882}","{6453=0.023529411764705882, 6383=0.023529411764705882}","{5936=0.023529411764705882, 6028=0.023529411764705882}","{6582=0.023529411764705882, 6559=0.023529411764705882}",{8695=0.047058823529411764},"{-2.588996763754045=0.023529411764705882, -2.158273381294964=0.023529411764705882}","{0.16731216111541447=0.023529411764705882, 0.20064724919093857=0.023529411764705882}","{0.0027184466019417475=0.023529411764705882, 8.097165991902834E-4=0.023529411764705882}","{0.07719799857040743=0.023529411764705882, 0.09117647058823529=0.023529411764705882}","{-9.484990291262136=0.023529411764705882, -7.926633093525179=0.023529411764705882}","{0.13933975413146982=0.023529411764705882, 0.161713648724799=0.023529411764705882}","{66=0.023529411764705882, 100=0.023529411764705882}",{0=0.047058823529411764},"{0.08797653958944282=0.023529411764705882, 0.07489300998573467=0.023529411764705882}","{0.07489194162708093=0.023529411764705882, 0.08797524962977082=0.023529411764705882}",,,,"{0.16191210485736307=0.023529411764705882, 0.19292604501607724=0.023529411764705882}","{0.11233450719921545=0.023529411764705882, 0.13195876288659794=0.023529411764705882}","{8=0.023529411764705882, 9=0.023529411764705882}","{1.1238095238095238=0.023529411764705882, 1.0833333333333333=0.023529411764705882}",{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},"{-0.006369426751592357=0.023529411764705882, -0.004555808656036446=0.023529411764705882}","{-0.0032258064516129032=0.023529411764705882, -0.00231839258114374=0.023529411764705882}",{4745=0.047058823529411764},-54 35 30.468,-20 22 52.110,20240313,2024-03-13 13:58,100542,16,0.28,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.591804236490596,-20.381150413670458],[-54.59178516369804,-20.381150142737336],[-54.5917854983084,-20.381132187651076],[-54.59180448744843,-20.381132517570755],[-54.591804236490596,-20.381150413670458]]]}"
20240313T134659_20240313T135635_T21KYT_00000000000000000006,{120=0.023529411764705882},{2041=0.023529411764705882},{2363=0.023529411764705882},{1819=0.023529411764705882},{1669=0.023529411764705882},{1754=0.023529411764705882},{1655=0.023529411764705882},{1954=0.023529411764705882},{2476=0.023529411764705882},{2700=0.023529411764705882},{2584=0.023529411764705882},{2805=0.023529411764705882},{3493=0.023529411764705882},{-929.0=0.023529411764705882},{0.4732041049030786=0.023529411764705882},{0.026932084309133488=0.023529411764705882},{0.19133241124942368=0.023529411764705882},{-3361.24=0.023529411764705882},{0.35947557026247523=0.023529411764705882},{1=0.023529411764705882},{0=0.023529411764705882},{0.21915546119367776=0.023529411764705882},{0.21914718953754989=0.023529411764705882},,,,{0.5613293051359516=0.023529411764705882},{0.32869442151197076=0.023529411764705882},{8=0.023529411764705882},{0.984930032292788=0.023529411764705882},{68=0.023529411764705882},{77=0.023529411764705882},{67=0.023529411764705882},{0.056896551724137934=0.023529411764705882},{0.029040774420651217=0.023529411764705882},{4745=0.023529411764705882},-54 35 26.736,-20 22 53.058,20240313,2024-03-13 13:58,102827,18,0.415,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.59076854010374,-20.381414023254774],[-54.590749551204375,-20.381413771540107],[-54.59074980215896,-20.381395797195385],[-54.59076887470994,-20.38139606832129],[-54.59076854010374,-20.381414023254774]]]}"
20240313T134659_20240313T135635_T21KYT_00000000000000000001,{120=0.047058823529411764},{3545=0.047058823529411764},{3501=0.047058823529411764},{2773=0.047058823529411764},{2454=0.047058823529411764},{2558=0.047058823529411764},{2562=0.047058823529411764},{2820=0.047058823529411764},{3457=0.047058823529411764},{3693=0.047058823529411764},{3686=0.047058823529411764},{3882=0.047058823529411764},{6252=0.047058823529411764},{4.296636085626911=0.047058823529411764},{0.4409695074276778=0.047058823529411764},{0.00986971969996052=0.047058823529411764},{0.1806534272901986=0.047058823529411764},{15.427229357798163=0.047058823529411764},{0.30490885248991617=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{0.17989756722151087=0.047058823529411764},{0.17989296048756753=0.047058823529411764},,,,{0.4387197501951601=0.047058823529411764},{0.2698247579419061=0.047058823529411764},{8=0.047058823529411764},{1.096085409252669=0.047058823529411764},{149=0.047058823529411764},{159=0.047058823529411764},{159=0.047058823529411764},{-0.0015003750937734434=0.047058823529411764},{-7.8125E-4=0.047058823529411764},{4745=0.047058823529411764},-54 35 33.300,-20 22 56.418,20240313,2024-03-13 13:58,93056,13,0.275,1.6,"{""type"":""Polygon"",""coordinates"":[[[-54.59259375362449,-20.382349204135945],[-54.592574680647715,-20.38234885471162],[-54.59257501526131,-20.38233097785257],[-54.592594004584754,-20.382331229455644],[-54.59259375362449,-20.382349204135945]]]}"
20240313T134659_20240313T135635_T21KYT_00000000000000000002,{120=0.047058823529411764},{2976=0.047058823529411764},{3866=0.047058823529411764},{3001=0.047058823529411764},"{3488=0.011764705882352941, 3040=0.03529411764705882}","{3042=0.03529411764705882, 3340=0.011764705882352941}","{3082=0.011764705882352941, 2852=0.03529411764705882}",{3171=0.047058823529411764},{3759=0.047058823529411764},{4096=0.047058823529411764},"{4640=0.011764705882352941, 4252=0.03529411764705882}",{4268=0.047058823529411764},{5527=0.047058823529411764},"{-1.2867525602907168=0.011764705882352941, -2.4390243902439024=0.03529411764705882}","{0.3892215568862276=0.011764705882352941, 0.3977646285338594=0.03529411764705882}","{0.00830188679245283=0.011764705882352941, 0.01603206412825651=0.03529411764705882}","{0.16588977241568412=0.03529411764705882, 0.16290726817042606=0.011764705882352941}","{-8.94239024390244=0.03529411764705882, -4.773470763131813=0.011764705882352941}","{0.3357518294678812=0.011764705882352941, 0.32923085161110066=0.03529411764705882}",{22=0.047058823529411764},{0=0.047058823529411764},"{0.20176120176120177=0.011764705882352941, 0.19707207207207209=0.03529411764705882}","{0.19706763361185559=0.03529411764705882, 0.20175702135153895=0.011764705882352941}",,,,"{0.5055158987670343=0.011764705882352941, 0.49088359046283303=0.03529411764705882}","{0.3026222078342506=0.011764705882352941, 0.2955873038215216=0.03529411764705882}",{8=0.047058823529411764},"{0.7394094993581515=0.011764705882352941, 0.8657142857142858=0.03529411764705882}","{209=0.03529411764705882, 253=0.011764705882352941}","{208=0.03529411764705882, 238=0.011764705882352941}","{189=0.03529411764705882, 212=0.011764705882352941}","{0.08793456032719836=0.011764705882352941, 0.06657323055360898=0.03529411764705882}","{0.04017440049828714=0.011764705882352941, 0.03223617237869019=0.03529411764705882}",{4745=0.047058823529411764},-54 35 30.576,-20 22 55.668,20240313,2024-03-13 13:58,94152,14,0.3,1.7,"{""type"":""Polygon"",""coordinates"":[[[-54.59183644275131,-20.382136988992837],[-54.59181745360385,-20.382136737312102],[-54.59181770456171,-20.382118841168843],[-54.59183669370923,-20.382119092846533],[-54.59183644275131,-20.382136988992837]]]}"
20240313T134659_20240313T135635_T21KYT_00000000000000000000,{120=0.023529411764705882},{3238=0.023529411764705882},{2789=0.023529411764705882},{2179=0.023529411764705882},{1888=0.023529411764705882},{1940=0.023529411764705882},{1778=0.023529411764705882},{2523=0.023529411764705882},{2918=0.023529411764705882},{3263=0.023529411764705882},{3020=0.023529411764705882},{3370=0.023529411764705882},{5742=0.023529411764705882},{-6.592356687898089=0.023529411764705882},{0.5567010309278351=0.023529411764705882},{0.028359395706334483=0.023529411764705882},{0.21774193548387097=0.023529411764705882},{-23.969146496815284=0.023529411764705882},{0.41121819241880075=0.023529411764705882},{5=0.023529411764705882},{0=0.023529411764705882},{0.25885785744060025=0.023529411764705882},{0.2588492255364557=0.023529411764705882},,,,{0.6985376827896512=0.023529411764705882},{0.3882463269771804=0.023529411764705882},{8=0.023529411764705882},{0.9114331723027376=0.023529411764705882},{90=0.023529411764705882},{96=0.023529411764705882},{80=0.023529411764705882},{0.08852459016393442=0.023529411764705882},{0.04357181280258203=0.023529411764705882},{4745=0.023529411764705882},-54 35 35.676,-20 22 54.732,20240313,2024-03-13 13:58,91803,12,0.43,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.593252275973065,-20.3818786380513],[-54.593233286496705,-20.381878386620205],[-54.59323353745892,-20.381860411857097],[-54.59325252693534,-20.38186066328514],[-54.593252275973065,-20.3818786380513]]]}"
20240313T134659_20240313T135635_T21KYT_00000000000000000003,{120=0.047058823529411764},{3947=0.047058823529411764},{5635=0.047058823529411764},{5547=0.047058823529411764},"{4876=0.023529411764705882, 4972=0.023529411764705882}","{5012=0.023529411764705882, 4992=0.023529411764705882}","{4992=0.023529411764705882, 5040=0.023529411764705882}",{5124=0.047058823529411764},{5416=0.047058823529411764},{5750=0.047058823529411764},"{5816=0.023529411764705882, 5872=0.023529411764705882}",{5917=0.047058823529411764},{7327=0.047058823529411764},"{-1.573398215733982=0.023529411764705882, -2.953020134228188=0.023529411764705882}","{0.16041500399042308=0.023529411764705882, 0.17628205128205132=0.023529411764705882}","{0.005843239975821076=0.023529411764705882, 5.989219405070872E-4=0.023529411764705882}","{0.08100147275405008=0.023529411764705882, 0.07425193941632804=0.023529411764705882}","{-5.810554744525548=0.023529411764705882, -10.802026845637585=0.023529411764705882}","{0.14985291237917409=0.023529411764705882, 0.13341509495330683=0.023529411764705882}",{77=0.047058823529411764},{0=0.047058823529411764},"{0.08100147275405008=0.023529411764705882, 0.07148120854826824=0.023529411764705882}","{0.07148015504561465=0.023529411764705882, 0.08100027981914847=0.023529411764705882}",,,,"{0.17628205128205132=0.023529411764705882, 0.15396825396825387=0.023529411764705882}","{0.1072168746833694=0.023529411764705882, 0.12149661742371945=0.023529411764705882}",{8=0.047058823529411764},"{1.1318181818181818=0.023529411764705882, 1.0876288659793814=0.023529411764705882}",{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},"{-0.005511811023622047=0.023529411764705882, 0.0=0.023529411764705882}","{-0.002785515320334262=0.023529411764705882, 0.0=0.023529411764705882}",{4745=0.047058823529411764},-54 35 31.392,-20 22 54.414,20240313,2024-03-13 13:58,95613,15,0.42,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.59206046483269,-20.38179045521549],[-54.592041475633195,-20.38179020362566],[-54.59204172659175,-20.38177222905762],[-54.592060715791305,-20.38177248064439],[-54.59206046483269,-20.38179045521549]]]}"
